id,title,description,google_product_category,link,image_link,availability,price,brand,identifier_exists,condition
CR3715-20,"Sprout Tote Dark Brown Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/sprout-tote-dark-brown-suede?variant=46987087216966,https://cdn.shopify.com/s/files/1/0108/5022/products/sprout-tote-dark-brown-suede-789702.jpg?v=1691427340,in stock,575.0,Little Liffner,no,new
CR3771-18,"Sprout Tote Mini Dark Brown Suede","<span style=""color: #f8f6f1;"">Sprout Tote Mini Dark Brown Suede</span>",Apparel & Accessories > Handbags, Wallets & Cases > Handbags,https://www.littleliffner.com/products/sprout-tote-mini-dark-brown-suede?variant=46987100619078,https://cdn.shopify.com/s/files/1/0108/5022/products/sprout-tote-mini-dark-brown-suede-533299.jpg?v=1691427342,in stock,495.0,Little Liffner,no,new
CR3583-11,"Mega Sprout Tote Black Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span>",,https://www.littleliffner.com/products/mega-sprout-tote-black-suede?variant=48496226730310,https://cdn.shopify.com/s/files/1/0108/5022/products/mega-sprout-tote-black-suede-273082.jpg?v=1693913135,in stock,595.0,Little Liffner,no,new
CR3771-8,"Sprout Tote Mini Deep Maroon","<span style=""color: #f8f6f1;"">Sprout Tote Mini Redish Brown Suede</span>",Apparel & Accessories > Handbags, Wallets & Cases > Handbags,https://www.littleliffner.com/products/sprout-tote-mini-deep-maroon-suede?variant=48590728462662,https://cdn.shopify.com/s/files/1/0108/5022/products/sprout-tote-mini-redish-brown-suede-901697.jpg?v=1696067613,out of stock,495.0,Little Liffner,no,new
CR3787-8,"Tall Sprout Tote Rhum Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/tall-sprout-tote-rhum-suede?variant=48590741045574,https://cdn.shopify.com/s/files/1/0108/5022/products/tall-sprout-tote-rhum-suede-363062.jpg?v=1699555792,out of stock,550.0,Little Liffner,no,new
CR3787-7,"Tall Sprout Tote Black Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/tall-sprout-tote-black-suede?variant=48590749729094,https://cdn.shopify.com/s/files/1/0108/5022/products/tall-sprout-tote-black-suede-759352.jpg?v=1699555791,out of stock,550.0,Little Liffner,no,new
CR3842-1,"Maccheroni Saddle Bag Black","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-black?variant=48669034348870,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-black-140189.jpg?v=1697815757,in stock,495.0,Little Liffner,no,new
CR3842-3,"Maccheroni Saddle Bag Chestnut","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-chestnut?variant=48669062365510,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-chestnut-660527.jpg?v=1697815750,in stock,495.0,Little Liffner,no,new
CR3842-6,"Maccheroni Saddle Bag Marble","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-marble?variant=48669078323526,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-marble-176575.jpg?v=1697815745,in stock,495.0,Little Liffner,no,new
CR3842-2,"Maccheroni Saddle Bag Snake Embossed","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-snake-embossed?variant=48669085073734,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-snake-embossed-130229.jpg?v=1697815748,in stock,495.0,Little Liffner,no,new
CR3842-5,"Maccheroni Saddle Bag Ostrich Embossed Black","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-ostrich-embossed-black?variant=48669093560646,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-ostrich-embossed-black-797074.jpg?v=1697815744,in stock,495.0,Little Liffner,no,new
CR3843-1,"Pillow Pouch Suede Black","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-pouch-suede-black?variant=48669110993222,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-pouch-suede-black-133340.jpg?v=1697815761,out of stock,495.0,Little Liffner,no,new
CR3843-2,"Pillow Pouch Suede Chestnut","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-pouch-suede-chestnut?variant=48669179150662,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-pouch-suede-chestnut-142292.jpg?v=1697815755,in stock,495.0,Little Liffner,no,new
CR3843-3,"Pillow Pouch Marble","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-pouch-marble?variant=48669191176518,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-pouch-marble-636178.jpg?v=1697815747,in stock,495.0,Little Liffner,no,new
CR3849-2,"Pillow Shoulder Bag Suede Chestnut","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-shoulder-bag-suede-chestnut?variant=48669202121030,https://cdn.shopify.com/s/files/1/0108/5022/files/pillow-shoulder-bag-suede-chestnut-826984.jpg?v=1698158592,in stock,575.0,Little Liffner,no,new
CR3849-1,"Pillow Shoulder Bag Black","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-shoulder-bag-black?variant=48669377036614,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-shoulder-bag-black-419503.jpg?v=1697815899,in stock,595.0,Little Liffner,no,new
SR0003-2,"Midi Leather Basket Black","<span style=""color: #f8f5f0;"" data-mce-style=""color: #f8f5f0;""><meta charset=""utf-8""> </span><p><span style=""color: #f8f5f0;"" mce-data-marked=""1"" data-mce-style=""color: #f8f5f0;"">Midi Leather Basket </span></p>",,https://www.littleliffner.com/products/midi-leather-basket-black?variant=48677356765510,https://cdn.shopify.com/s/files/1/0108/5022/products/midi-leather-basket-black-120107.jpg?v=1697724790,in stock,395.0,Little Liffner,no,new
CR3768-5,"Maccheroni Bag Black Suede Gold","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" data-mce-style=""color: #f2ede9;""> Maccheromi Bag Black Suede</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;"" data-mce-style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""><br></div></div>",,https://www.littleliffner.com/products/maccheroni-bag-black-suede-gold?variant=48733243638086,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-bag-black-suede-gold-693515.jpg?v=1699307375,in stock,595.0,Little Liffner,no,new
,"Gift card","",Gift Cards,https://www.littleliffner.com/products/gift-card-1?variant=48857120473414,https://cdn.shopify.com/s/files/1/0108/5022/products/gift-card-330541.jpg?v=1701958808,in stock,495.0,Little Liffner,no,new
,"Gift card","",Gift Cards,https://www.littleliffner.com/products/gift-card-1?variant=48857120506182,https://cdn.shopify.com/s/files/1/0108/5022/products/gift-card-330541.jpg?v=1701958808,out of stock,575.0,Little Liffner,no,new
,"Gift card","",Gift Cards,https://www.littleliffner.com/products/gift-card-1?variant=48857120538950,https://cdn.shopify.com/s/files/1/0108/5022/products/gift-card-330541.jpg?v=1701958808,out of stock,595.0,Little Liffner,no,new
CR3849-10,"Pillow Shoulder Bag Black Suede","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-shoulder-bag-black-suede?variant=48880215458118,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-shoulder-bag-black-suede-697780.jpg?v=1701958815,in stock,575.0,Little Liffner,no,new
CR3787-9,"Tall Sprout Tote Dark Brown Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/tall-sprout-tote-dark-brown-suede?variant=49038471037254,https://cdn.shopify.com/s/files/1/0108/5022/files/TALLSPROUTDARKBROWNFRONT.jpg?v=1706257206,in stock,550.0,Little Liffner,no,new
CR3787-10,"Tall Sprout Tote Army Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/tall-sprout-tote-army-suede?variant=49039214870854,https://cdn.shopify.com/s/files/1/0108/5022/products/tall-sprout-tote-army-suede-141003.jpg?v=1705687519,in stock,550.0,Little Liffner,no,new
CR3842-11,"Maccheroni Saddle Bag Beige","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-beige?variant=49059510616390,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-beige-969996.jpg?v=1706350356,out of stock,495.0,Little Liffner,no,new
CR3842-7,"Maccheroni Saddle Bag Chestnut Suede","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/maccheroni-saddle-bag-chestnut-suede?variant=49063773339974,https://cdn.shopify.com/s/files/1/0108/5022/products/maccheroni-saddle-bag-chestnut-suede-214200.jpg?v=1706350362,in stock,495.0,Little Liffner,no,new
CR3848-2,"Penne Tote Black","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/penne-tote-black?variant=49068111855942,https://cdn.shopify.com/s/files/1/0108/5022/products/penne-tote-black-180505.jpg?v=1706350360,in stock,595.0,Little Liffner,no,new
CR3848-6,"Penne Tote Chestnut Suede","<meta charset=""utf-8""><span style=""color: #f8f5f0;""> <meta charset=""utf-8"">Designed in Stockholm, made in Italy</span><div id=""gtx-trans"" style=""position: absolute; left: 70px; top: 25.5px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/penne-tote-chestnut-suede?variant=49068145803590,https://cdn.shopify.com/s/files/1/0108/5022/products/penne-tote-chestnut-suede-919598.jpg?v=1706350355,in stock,595.0,Little Liffner,no,new
CR3849-3,"Pillow Shoulder Bag Cream","<meta charset=""utf-8""><p data-mce-fragment=""1""><span style=""color: #f2ede9;"" mce-data-marked=""1"">Made in Italy</span></p><div id=""gtx-trans"" style=""position: absolute; left: 7px; top: -19px;""><div class=""gtx-trans-icon""></div></div>",,https://www.littleliffner.com/products/pillow-shoulder-bag-cream?variant=49068166676806,https://cdn.shopify.com/s/files/1/0108/5022/products/pillow-shoulder-bag-cream-286474.jpg?v=1706350353,in stock,595.0,Little Liffner,no,new
CR3771-21,"Sprout Tote Mini Beige","<span style=""color: #f8f6f1;"">Sprout Tote Mini Black Leather</span>",,https://www.littleliffner.com/products/sprout-tote-mini-beige?variant=49068238143814,https://cdn.shopify.com/s/files/1/0108/5022/products/sprout-tote-mini-beige-708388.jpg?v=1706350354,in stock,495.0,Little Liffner,no,new
CR3771-24,"Sprout Tote Mini Black Crochet","<span style=""color: #f8f6f1;"">Sprout Tote Mini Black Leather</span>",,https://www.littleliffner.com/products/sprout-tote-mini-black-crochet?variant=49068300534086,https://cdn.shopify.com/s/files/1/0108/5022/products/sprout-tote-mini-black-crochet-195853.jpg?v=1706350361,out of stock,495.0,Little Liffner,no,new
CR3852/SFH-2,"Open Tulip Tote Medium Chestnut","<span style=""color: #f8f5f0;""><meta charset=""utf-8"">THE PERFECT BAG FOR ELEVATED EVERYDAY WEAR.</span>",,https://www.littleliffner.com/products/open-tulip-tote-medium-chestnut?variant=49081651036486,https://cdn.shopify.com/s/files/1/0108/5022/products/open-tulip-tote-medium-chestnut-481191.jpg?v=1706764674,in stock,575.0,Little Liffner,no,new
SR0002-4,"Mini Leather Basket Light Brown","<span style=""color: #f8f5f0;"" data-mce-style=""color: #f8f5f0;""><meta charset=""utf-8""> </span><p><span style=""color: #f8f5f0;"" mce-data-marked=""1"" data-mce-style=""color: #f8f5f0;"">MINI LEATHER BASKET BAG</span></p>",,https://www.littleliffner.com/products/mini-leather-basket-light-brown?variant=49082988167494,https://cdn.shopify.com/s/files/1/0108/5022/products/mini-leather-basket-light-brown-882566.jpg?v=1706681782,out of stock,325.0,Little Liffner,no,new
SR0002-3,"Mini Leather Basket Almond","<span style=""color: #f8f5f0;"" data-mce-style=""color: #f8f5f0;""><meta charset=""utf-8""> </span><p><span style=""color: #f8f5f0;"" mce-data-marked=""1"" data-mce-style=""color: #f8f5f0;"">MINI LEATHER BASKET BAG</span></p>",,https://www.littleliffner.com/products/mini-leather-basket-almond?variant=49083197129030,https://cdn.shopify.com/s/files/1/0108/5022/products/mini-leather-basket-almond-311110.jpg?v=1706681785,out of stock,325.0,Little Liffner,no,new
SR0004-1,"Large Leather Basket Dark Brown","<span style=""color: #f8f5f0;"" data-mce-style=""color: #f8f5f0;""><meta charset=""utf-8""> </span><p><span style=""color: #f8f5f0;"" mce-data-marked=""1"" data-mce-style=""color: #f8f5f0;"">TALL LEATHER BASKET BAG</span></p>",,https://www.littleliffner.com/products/large-leather-basket-dark-brown?variant=49083215642950,https://cdn.shopify.com/s/files/1/0108/5022/products/large-leather-basket-dark-brown-371493.jpg?v=1706681777,out of stock,450.0,Little Liffner,no,new
CR3852/SFH-1,"Open Tulip Tote Medium Black","<span style=""color: #f8f5f0;""><meta charset=""utf-8"">THE PERFECT BAG FOR ELEVATED EVERYDAY WEAR.</span>",,https://www.littleliffner.com/products/open-tulip-tote-medium-black?variant=49085786849606,https://cdn.shopify.com/s/files/1/0108/5022/products/open-tulip-tote-medium-black-377681.jpg?v=1706764675,out of stock,575.0,Little Liffner,no,new
